CGC_HOSP,RAZAO,UF_ZI,CMPT
19110162000100,FUNDACAO HOSPITALAR DO MUNICIPIO DE VARGINHA,31,201505
19128248000160,SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO,31,201505
19130186000121,HOSPITAL SAO LUCAS LTDA,31,201504
19172113000100,HOSPITAL INFANTIL PADRE ANCHIETA LTDA,31,201505
19191550000163,SANTA CASA DE MISERICORDIA DE CAMPOS ALTOS,31,201505
19192490000101,HOSPITAL E MATERNIDADE SANTA RITA DE CASSIA LTDA,27,201503
19202654000126,HOSPITAL SAO VICENTE DE PAULO,31,201505
19213826000167,SANTA CASA DE MISERICORDIA DE CANAPOLIS,31,201505
19247790000132,SOCIEDADE CIVIL BENEFICENTE NOSSA SENHORA APARECIDA,31,200801
19274091000181,CASA DE CARIDADE DE CARANGOLA,31,201505
19275338000184,HOSPITAL EVANGELICO DE CARANGOLA,31,201505
19289494000102,INSTITUTO VALE CAPIBARIBE INOVACOES EDUCACAO E SAUDE,26,201505
19297746000137,HOSPITAL SAO VICENTE DE PAULO,31,201505
19313618000130,CASA DE SAUDE DIVINO ESPIRITO SANTO SA,31,201409
19314442000130,HOSPITAL NOSSA SENHORA AUXILIADORA,31,201505
19343383000129,FUNDACAO COMUNITARIA DE SAUDE DE CANDEIAS,31,201505
19400753000112,HOSPITAL SANTANA LTDA,31,200801
19417823000145,HOSPITAL DA CRIANCA SAO JOSE LTDA,31,200801
19422783000120,INSTITUTO SAO FRANCISCO,15,201505
19433648000180,FUNDACAO MUNICIPAL DE SAUDE,31,201411
19446590000109,STA CASA MIS CARMO DO PARANAIBA DR ADILON CARDOSO TEIXEIRA,31,201505
19507078000125,INSTITUTO SAO VICENTE DE PAULO,31,201505
19529478000131,HOSPITAL DE CATAGUASES,31,201505
19557487000136,CENTRO BARBACENENSE DE ASSIST MEDICA E SOCIAL,31,201505
19558782000107,HOSPITAL MUNICIPAL SANTANA DE CARANDAI,31,201505
19564137000105,HOSPITAL BEMVINDO SAUDE LTDA,31,200801
19576493000130,HGPAJO HOSPITAL LTDA EPP,22,201504
19578376000106,HOSPITAL DIVINENSE,31,201505
19604511000140,SANTA CASA DE MISERICORDIA DE CLAUDIO,31,201505
19637289000182,HOSPITAL JOAO HENRIQUE,31,200801
19655125000188,HOSPITAL IMACULADA CONCEICAO,31,201505
19674878000130,CASA DE CARIDADE SANTO ANTONIO,31,201505
19675131000105,FUNDACAO MUNICIPAL DE SAUDE DE ALAGOA,31,201505
19692433000183,FUNDACAO MUNICIPAL DE SAUDE DE PASSABEM,31,201504
19692755000122,ASSOCIACAO HOSPITALAR BOM JESUS,31,201505
19702927000100,SANTA CASA DE MISERICORDIA DE CONQUISTA,31,201505
19708510000146,HOSPITAL E MATERNIDADE MARIA EULALIA,31,201505
19715663000110,HOSPITAL E MATERNIDADE SAO JOSE,31,201505
19717305000147,HOSPITAL SAO VICENTE DE PAULO,31,201505
19717578000191,SOCIEDADE HOSPITAL QUELUZ,31,201505
19719103000134,ASSOCIACAO BENEFICENTE SAO CAMILO,31,201505
19820703000194,HOSPITAL SANTA CRUZ LTDA,31,200801
19843929000291,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929000372,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929000453,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929000615,FUNDACAO HOSPITLAR DO ESTADO DE MINAS GERAIS,31,201505
19843929000704,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929000887,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929000968,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929001000,FUNDACAO HOSPITAL DO ESTADO DE MINAS GERAIS FHEMIG,31,201505
19843929001182,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929001263,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929001344,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929001506,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929001697,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929001778,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929001859,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929002740,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19843929002820,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS FHEMIG,31,201505
19843929002901,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,31,201505
19849462000106,SANTA CASA DE MISERICORDIA DE COROMANDEL,31,201505
19911312000185,HOSPITAL VALE DO JEQUITINHONHA,31,201505
19917940000178,FUNDACAO ESTATAL DE SAUDE DE APARECIDA DO TABOADO FESAT,50,201504
19943524000144,ASSOCIACAO PRO TRAUMA APT,15,201505
19962364000180,FUNDACAO HOSPITALAR DE CRISTINA,31,201505
19989904000110,IRMANDADE SANTO ANTONIO DE CURVELO,31,201505
20017299000102,SANTA CASA DE MISERICORDIA DR ALMEIDA MACHADO PERDIZES,31,201505
20017547000107,PREFEITURA MUNICIPAL DE PEDRINOPOLIS,31,200801
20031209000120,SANTA CASA DE MISERICORDIA DE SANTA JULIANA,31,200801
20049300000172,SANTA CASA DE MISERICORDIA PADRE EUSTAQUIO,31,201505
20055612000199,CASA DE SAUDE SAO FRANCISCO DE SALES,31,200801
20059028000101,SANTA CASA DE MISERICORDIA DE UNIAO,31,201505
20060331000124,OBRAS ASSISTENCIAIS CASA DO CAMINHO,31,201505
20079166000152,SANTA CASA DE CARIDADE DE DIAMANTINA,31,201505
20081238000104,IRMANDADE DE NOSSA SENHORA DA SAUDE,31,201505
20081246000142,ASSOCIACAO MANTENEDORA DO HOSP E MAT DR AURELIANO BRANDAO,31,201505
20088681000107,ASSOCIACAO HOSPITALAR MARCELINENSE,43,201505
20142295000148,HOSPITAL SAO JUDAS TADEU LTDA,31,201108
20142303000156,HOSPITAL SANTA LUCIA LTDA,31,200801
20146064000102,FUNDACAO GERALDO CORREA,31,201505
20180634000180,FUNDACAO DERALDO GUIMARAES,31,201505
20182754000117,ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE MALACACHETA,31,201505
20218442000116,FUNDACAO HOSPITALAR NOSSA SENHORA DE LOURDES,31,201505
20289302000139,HOSPITAL SAO CAETANO,31,201505
20294088000109,BIOCOR HOSPITAL DE DOENCAS CARDIOVASCULARES LTDA,31,201505
20305447000186,INSTITUTO NOSSA SENHORA DO CARMO,31,201505
20313425000168,HOSPITAL SAO VICENTE DE PAULO,31,201505
20319257000118,CASA DE SAUDE SANTA ROSA LTDA,31,201505
20322616000196,CONFERENCIA SAO VICENTE DE PAULO-HOSPITAL DOM SILVERIO,31,200801
20328753000138,SANTA CASA DE MISERICORDIA DR ZACARIAS,31,201505
20342408000159,HOSPITAL OLYNTO ALMADA DA SSVP,31,200801
20345575000153,HOSPITAL WILKINSON DE SOUZA MEIRELES,31,200801
20347027000162,HOSPITAL NOSSA SENHORA DA PIEDADE,31,201505
20349312000112,ASSISTENCIA MEDICA INFANTIL DE URGENCIA LTDA,31,200801
20349767000138,PRONTOCOR MURIAE LTDA,31,200801
20351540000127,HOSPITAL COMUNITARIO DE LARANJAL,31,201505
20356580000161,HOSPITAL CASSIANO CAMPOLINA,31,201505
20375864000103,HSVP ADMINISTRACAO E SERVICOS EM SAUDE LTDA,31,201505
20377941000156,HOSPITAL E MATERNIDADE SANTA HELENA S A,31,201211
20397493000152,IRMANDADE SANTA CASA DE MISERICORDIA DE BOM JESUS DA PENHA,31,200801
20416210000172,SANTA CASA E MATERNIDADE NOSSA SENHORA DE FATIMA,31,201505
20420329000119,SANTA CASA DE MISERICORDIA DE STA RITA DE JACUTINGA,31,201505
20420568000179,HOSPITAL SAO VICENTE DE PAULO,31,201505
20420790000171,FUNDACAO MUNICIPAL DE SAUDE DE LIBERDADE,31,200801
20420857000178,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE MINDURI,31,201505
20424706000198,HOSPITAL E MATERNIDADE SAO LUCAS PRIMAVERA LTDA EPP,51,201505
20432563000166,ASSOCIACAO DE PROTECAO A MAT E A INFANCIA DE EUGENOPOLIS,31,201505
20452280000186,SANTA CASA DE MISERICORDIA DE LIMA DUARTE,31,201505
20452959000175,SANTA CASA DE MISERICORDIA DE RIO NOVO,31,200801
20456406000190,ASSOCIACAO DE PROTECAO A INFANCIA DE VOLTA GRANDE,31,201203
20490009000135,HOSPITAL SAO JUDAS TADEU,31,201505
20499893000179,SANTA CASA DE CARIDADE DE FORMIGA,31,201505
20549879000132,SOCIEDADE AMIGOS HOSPITAL SAO FRANCISCO DE ASSIS,31,201505
20573218000142,HOSPITAL NOSSA SENHORA DE FATIMA,31,200801
20583431000135,PREFEITURA MUNICIPAL DE PARACATU,31,201502
20599890000107,HOSPITAL SAO LUCAS DE GOVERNADOR VALADARES LTDA,31,201505
20600763000180,HOSPITAL NOSSA SENHORA DAS GRACAS LTDA,31,201505
20653028000135,FUNDACAO HOSPITALAR SAO VICENTE DE PAULA,31,201505
20724357000120,ASSOCIACAO DE CARIDADE NOSSA SENHORA DO CARMO,31,201505
20729364000114,FUNDACAO HOSPITAL SERGIO PACHECO,31,200801
20739801000180,SANTA CASA DE CARIDADE DE GUARANESIA,31,201505
20754925000135,HOSPITAL DR ARMANDO XAVIER VIEIRA,31,201505
20772760000124,IRMANDADE DE MISERICORDIA DE GUAXUPE,31,201505
20854436000155,ASSOCIACAO BENEFICENTE HOSP ST RITA,31,201505
20878294000166,SANTA CASA DE MISERICORDIA DE ITAGUARA,31,201505
20917225000114,HOSPITAL SAO JOAO BATISTA DE ITAMOGI,31,201505
20918579000183,FUNDACAO MUNICIPAL DE SAUDE DE ESTRELA DO INDAIA,31,201505
20919452000189,SANTA CASA DE MISERICORDIA DE CARMO DA MATA,31,201505
20942819000185,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO,31,201505
20959292000100,IRMANDADE NOSSA SENHORA DAS DORES,31,200801
20974705000117,FUNDACAO DE ASSISTENCIA SOCIAL SANTANA DE AGUA BOA,31,201505
20974770000142,HOSPITAL SANTA MARIA ETERNA,31,201505
21028113000175,ASSOCIACAO HOSPITALAR SAO SEBASTIAO,31,201505
21035852000194,SANTA CASA DE MISERICORDIA DE ITAJUBA,31,201505
21040696000311,AISI HOSPITAL ESCOLA DE ITAJUBA,31,201505
21073234000139,ASSOCIACAO HOSPITAL BELIZARIO MIRANDA,31,201505
21074919000108,AMINAS ASSOCIACAO MINEIRA DE ASSISTENCIA A SAUDE,31,201505
21078126000159,ASSOCIACAO DOS AMIGOS DO HOSPITAL ITANHOMI AAHI,31,201505
21082433000103,HOSPITAL SAO VICENTE DE PAULO,31,201505
21083795000119,HOSPITAL SAO LUCAS DE ITABIRINHA DE MANTENA,31,201505
21084231000109,HOSPITAL MUNICIPAL SAO JOAO BATISTA,31,200801
21142203000192,ASSOCIACAO SAO VICENTE DE PAULO DE JOAO MONLEVADE MG,31,201505
21153960000161,HOSPITAL DE ITAMARANDIBA,31,201505
21163811000183,ASSOCIACAO PROTETORA DA INFANCIA DE ITAMBACURI,31,201505
21190194000105,CASA DE CARIDADE DE ITAMONTE,31,201505
21204276000161,CASA DE CARIDADE E ASSISTEN A MATERN E INFANCIA DE ITANHANDU,31,201505
21227301000122,HOSPITAL SANTA TEREZINHA,31,200801
21235213000172,SAO LUCAS CASA DE SAUDE LTDA,31,201505
21248752000146,FUNDACAO MINAS NOVAS,31,200801
21249081000138,AHSST ASSOCIACAO HOSPITALAR SAO SEBASTIAO DE TARUMIRIM,31,201505
21250584000123,IRMANDADE SAO VICENTE DE PAULO,31,201505
21251681000130,FUNDACAO MUNICIPAL DE SAUDE DE SAO JOAO EVANGELISTA,31,201505
21254057000197,CASA DE CARIDADE MANOEL GONCALVES DE SOUSA MOREIRA,31,201505
21276035000128,HOSPITAL DR NASCIPE DAHER,31,200801
21311667000185,HOSPITAL SAO JOAQUIM LTDA,31,200801
21320064000140,HOSPITAL SAO JOSE DA SOCIEDADE SAO VICENTE DE PAULO,31,201505
21324116000156,HOSPITAL NOSSA SENHORA DABADIA LTDA,31,201505
21330303000142,SANATORIO ESPIRITA JOSE DIAS MACHADO,31,201505
21333237000164,CEEMEPE CENTRO ESPECIALIDADES MEDICAS DE PESQUEIRA LTDA EPP,26,201505
21356597000181,HOSPITAL ADOLF ENSCH LTDA,31,200801
21368303000131,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO,31,200801
21376025000164,FUNDACAO MUNICIPAL DE ASSISTENCIA A SAUDE,31,201505
21381991000170,HOSPITAL CASA DE CARIDADE E MATERNIDADE DE CARMO DE MINAS,31,201505
21404082000100,SERVICOS DE OBRAS SOCIAIS DE LAMBARI,31,201505
21409198000131,HOSPITAL IMACULADA CONCEICAO,31,201505
21420617000136,HOSPITAL SAO VICENTE DE PAULO,31,201505
21420666000179,SANTA CASA DE MISERICORDIA DE CAMANDUCAIA,31,201505
21429659000138,SANTA CASA DE MISERICORDIA DE JACUTINGA,31,201505
21479183000140,CASA DE SAUDE SANTA IZABEL LTDA,31,201505
21528112000190,HOSPITAL SAO MIGUEL,31,201505
21537337000102,HOSPITAL MUNICIPAL ANTONIA GRAPIUNA,31,201505
21554423000123,INSTITUTO ONCOLOGICO LTDA,31,201505
21556063000107,SANATORIO VIEIRA MARQUES LTDA,31,201505
21561543000158,HOSPITAL DR JOAO FELICIO LTDA,31,201505
21561576000106,CASA DE SAUDE DR ARAGAO VILLAR LTDA,31,200801
21562855000186,CASA DE SAUDE ESPERANCA,31,201504
21575709000195,SANTA CASA DE MISERICORDIA DE JUIZ DE FORA,31,201505
21583042000172,HOSPITAL E MATERNIDADE THEREZINHA DE JESUS,31,201505
21586987000148,HOSPITAL SAO MARCOS SA,31,200801
21587373000180,CLINICA SAO DOMINGOS SA,31,200801
21589775000114,CLINICA PSIQUIATRICA PINHO MASINI LTDA,31,200801
21599824000108,ASSOCIACAO FEMININA DE PREVENCAO E COMBATE AO CANCER DE JF,31,201505
21657014000152,CLINICA SAO FRANCISCO DE ASSIS LTDA EPP,52,201505
22050330000124,FUNDACAO HOSPITALAR MENDES PIMENTEL,31,201505
22056741000127,IRMANDADE NOSSA SENHORA DAS GRACAS DOM JOAQUIM,31,201504
22057178000101,SOCIEDADE SAO VICENTE DE PAULO,31,201505
22057194000102,FUNDACAO MUNICIPAL DE SAUDE DE BERILO,31,201505
22073043000130,CASA DE SAUDE PAULO MENICUCCI,31,200801
22073266000105,SANTA CASA DE MISERICORDIA DE LAVRAS,31,201505
22073381000171,HOSPITAL VAZ MONTEIRO DE ASSISTENCIA A INFANCIA E A MATERNID,31,201505
22149165000162,CASA DE CARIDADE LEOPOLDINENSE,31,201505
22155709000107,CLINICA SAO JOSE LTDA,31,201505
22216477000141,HOSPITAL SENHORA APARECIDA,31,201505
22228571000110,IRMANDADE DA SANTA CASA DE CARIDADE DE MACHADO,31,201505
22263081000155,HOSPITAL CESAR LEITE,31,201505
22296115000108,HOSPITAL PADRE JULIO MARIA,31,201505
22323976000138,HOSPITAL SAO VICENTE DE PAULO,31,201505
22324693000100,HOSPITAL EVANGELICO DE MANTENA,31,201505
22351316000160,SOCIEDADE DE CARIDADE DE MAR DE ESPANHA,31,201505
22420830000100,FUNDACAO HOSPITAL SANTA TEREZINHA,31,201505
22488241000164,HOSPITAL SAO VICENTE DE PAULO DE MERCES,31,201505
22488241000245,HOSPITAL SAO VICENTE DE PAULO DE MERCES,31,201505
22532311000134,CASA DE CARIDADE SAO VICENTE DE PAULO,31,201505
22547947000150,SANTA CASA DE MONTE ALEGRE DE MINAS,31,201505
22605232000106,HOSPITAL SANTA TEREZINHA LTDA,31,201505
22628044000101,SANTA CASA DE MISERICORDIA DE MONTE SANTO,31,201505
22669915001956,ASSOCIACAO EDUCATIVA DO BRASIL SOEBRAS,31,201505
22669931000110,IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS,31,201505
22679153001030,PREFEITURA MUNICIPAL DE SAO FRANCISCO,31,201505
22708549000178,PREFEITURA MUNICIPAL DE ITAIPE,31,200801
22709109000216,BENEFICENCIA SOCIAL BOM SAMARITANO,31,201505
22709281000199,FUNDACAO HOSPITAL MUNICIPAL SANTA LUCIA,31,201505
22769855000114,HOSPITAL CASA DE CARIDADE SAO SEBASTIAO,31,201505
22780498000195,HOSPITAL SAO PAULO,31,201505
22790182000184,CASA DE SAUDE SANTA LUCIA LTDA,31,201505
22830020000122,IRMANDADE DA SANTA CASA DE MUZAMBINHO,31,201505
22855142000254,PREFEITURA MUNICIPAL DE MACHADINHO DOESTE,11,201412
22855159000201,MUNICIPIO DE CABIXI,11,201505
22855167000258,PREFEITURA MUNICIPAL,11,201505
22855183000240,PREFEITURA MUNICIPAL DE NOVA MAMORE,11,201505
22888846000142,SANTA CASA DE MISERICORDIA DE NEPOMUCENO,31,201505
22913347000168,ASSOCIACAO DE CARIDADE DE SAO JOSE,31,201505
22942965000136,HOSPITAL E MATERNIDADE DRAFONSO RODRIGUES FILHO LTDA,15,201504
22980973000177,FUNDACAO PUBLICA ESTADUAL HOSPITAL DE CLINICAS GASPAR VIANA,15,201505
22980973000258,CENTRO INTEGRADO ASSISTENCIA SOCIAL DO PARACIASPA,15,201504
22986442000191,IRMANDADE DA SANTA CASA DE MISERICORDIA DE OLIVEIRA,31,201505
23020456000119,CASA DE CARIDADE DE OURO FINO,31,201505
23065329000136,IRMANDADE DA SANTA CASA DE MISERICORDIA DE OURO PRETO,31,201505
23086176000294,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201502
23086176000375,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201502
23086176000456,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201502
23086176000707,SECRETARIA DE ESTADO DE SAUDE DO AMAPA,16,201502
23086176000880,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201502
23086176000960,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201502
23086176001002,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201501
23086176001266,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,200902
23086176001347,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201502
23086176001509,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,16,201502
23193485000182,HOSPITAL FREI CAETANO E MATERNIDADE SANTA TEREZA,31,201505
23221286000130,HOSPITAL DR PACIFICO MASCARENHAS,31,201505
23237142000172,HOSPITAL E MATERNIDADE SANTA RITA SA,31,201505
23245293000172,CASA DE CARIDADE DE PASSA QUATRO,31,201505
23278898000160,SANTA CASA DE MISERICORDIA DE PASSOS,31,201505
23347958000159,HOSPITAL SAO LUCAS LTDA,31,201505
23406564000124,IRMANDADE NOSSA SENHORA DO PATROCINIO,31,200801
23422728000107,HOSPITAL SANTO ANTONIO,31,201505
23430770000170,HOSPITAL SANTA MONICA LTDA,21,201505
23430945000149,HOSPITAL ESTER FARIA DE ALMEIDA,31,201505
23438096000170,SANTA CASA DE MISERICORDIA DE PEDRALVA,31,201505
23453830000170,INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO INDSH,31,201505
23479421000142,SANTA CASA DE MISERICORDIA DE PERDOES,31,201505
23503410000150,LUIS COELHO DA LUZ FILHO,22,200801
23516388000264,CIRCULO SOCIAL IMACULADA CONCEICAO,31,200801
23569502000133,IRMANDADE DE SANTA CASA DE MISERICORDIA DE PITANGUI,31,201505
23591126000183,SANTA CASA DE MISERICORDIA DE PIUMHI,31,201505
23618549000140,CASA DE SAUDE E MARTENIDADE DE COELHO NETO LTDA,21,200801
23624323000151,HOSPITAL LOCAL DE NAZARE DO PIAUI,22,200808
23633829000127,HOSPITAL FLAVIO SANTOS LTDA,22,201505
23647209000147,IRMANDADE DO HOSPITAL DA SANTA CASA DE POCOS DE CALDAS,31,201505
23672702000117,HOSPITAL JANDIRA DUAILIBE LTDA,21,200801
23674716000170,POLICLINICA MAIOBAO LTDA,21,200801
23701527000149,FUNDACAO BENEFICIENTE DE SAUDE E ASSTIENCIA SOCIAL,21,200801
23765183000131,SANTA CASA DE CARIDADE DE CAPITOLIO,31,201505
23778756000161,SANTA CASA DE MISERICORDIA DE POMPEU,31,201505
23798846000114,IRMANDADE HOSPITAL NOSSA SENHORA DAS DORES,31,201505
23951916000475,FUNDACAO ENSINO SUPERIOR DO VALE DO SAPUCAI,31,201505
23966476000187,HOSPITAL E MATERNIDADE SAO FRANCISCO,31,201505
23993579000136,HOSPITAL E MATERNIDADE HENRIQUE PENIDO SA,31,201505
24001463000136,SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO,31,201505
24009417000183,SANTA CASA DE MISERICORDIA DA PAROQUIA DE PRADOS,31,201505
24031080000100,FUNDACAO ITAU DE ASSISTENCIA SOCIAL,31,201505
24090409000104,HOSPITAL SAO SEBASTIAO DE RAUL SOARES,31,201505
24096836000108,CASA DE SAUDE E MATERNIDADE JOAO XXIII LTDA,26,200801
24098477000705,UNIVERSIDADE FEDERAL DA PARAIBA,25,201504
24134488000299,UNIVERSIDADE FEDERAL DE PERNAMBUCO,26,201505
24148454000172,EMELIANO TEIXEIRA LEITE,26,200801
24163453000105,HOSPITAL NOSSA SENHORA DA CONCEICAO RIO CASCA,31,201505
24177305000131,SOCIEDADE BENEFICIENTE NOSSA SENHORA DO BOM CONSELHO,27,201505
24223554000116,FUNDACAO MEDICA SAO JOAO DO CARIRI,25,201411
24232886005711,PRO-SAUDE ASSOC BENEF. DE ASSIST. SOCIAL E HOSPITALAR,35,200801
24232886008656,PROSAUDE ASSOCIACAO BENEFIC DE ASSIST SOCIAL E HOSPITALAR,41,201307
24232886009890,PRO SAUDE ASSOCIACAO BENEFICENTE DE ASSINT SOCIAL E HOSPIT,11,201412
24233322000149,ASSISTENCIA SOCIAL DE RIO PIRACICABA,31,201505
24258337000161,HOSPITAL SAO VICENTE DE PAULO RIO POMBA,31,201505
24287484000160,IRMANDADE SANTA IZABEL,31,201505
24288698000150,HOSPITAL JOAO CESAR DE OLIVEIRA,31,201505
24315681000145,SANTA CASA DE MISERICORDIA DE SABARA,31,201505
24331027000125,ASSOCIACAO DE CARIDADE HOSPITAL SAO SEBASTIAO,31,201505
24334112000147,SANTA CASA DE MISERICORDIA DE SACRAMENTO,31,201505
24365710001236,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,24,201505
24365710001317,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,24,201505
24365710001406,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,24,201505
24378986000104,ASILO NOSSA SRA DO PERPETUO SOCORRO STA CASA N SRA MERCES,31,201505
24425019000148,HOSPITAL DE SAO JOAO DE DEUS,31,201505
24492324000152,FUNDACAO SANTARITENSE DE SAUDE E ASSISTENCIA SOCIAL,31,201505
24513574000393,FUNDO MUNICIPAL DE SAUDE DE CAMPINA GRANDE,25,201505
24518573000250,SECRETARIA MUNICIPAL DE SAUDE,24,201505
24518573000331,SECRETARIA MUNICIPAL DE SAUDE,24,201503
24546483000192,SANTA CASA DE MISERICORDIA DE SANTO ANTONIO DO MONTE,31,201505
24573438000127,HOSPITAL MISERICORDIA DE SANTOS DUMONT,31,201505
24618704000190,HOSPITAL NOSSA SENHORA DAS DORES,31,201505
24644494000105,ASSOCIACAO BENEFICENTE DE MARACAJU,50,201505
24665440000126,SANTA CASA DE MISERICORDIA DE SAO GONCALO DO SAPUCAI,31,201505
24672792000109,ASSOCIACAO MATOGROSSENSE DE COMBATE AO CANCER AMCC,51,201505
24729097000136,SANTA CASA DA MISERICORDIA,31,201505
24731747000188,HOSPITAL NOSSA SENHORA DAS MERCES,31,201505
24786576000194,ORGANIZACAO HOSPITAL GARAVELO LTDA,52,201505
24802225000120,ASSOCIACAO CARIDADE SAO JOAO NEPOMUCENO,31,201505
24823916000100,HOSPITAL ANGELICA LTDA,52,200801
24824195000152,HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO LOURENCO,31,201505
24856627000107,PREFEITURA MUNICIPAL DE FORMOSA,52,200801
24872459000143,FUNDACAO JOSE PERES,31,200801
24899395000174,SANTA CASA DE MISERICORDIA DE SAO SEBASTIAO DO PARAISO,31,201505
24899874000190,FUNDACAO SANATORIO GEDOR SILVEIRA,31,201505
24949836000103,FUNDACAO REGIONAL DE ASSISTENCIA OFTALMOLOGICA,53,200910
24957508000140,LUIS GABRIEL LEITE DA SILVA,51,200801
24966160000158,ASSOCIACAO DE CARIDADE SAO JOAO DE DEUS,31,201501
24975237000156,CASA DE CARIDADE SANTA TEREZA,31,201505
24993560000152,IRMANDADE DE NOSSA SENHORA DAS GRACAS,31,201505
25043571000215,PREFEITURA MUNICIPAL DE MONTIVIDIU,52,200801
25053117001489,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117001560,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117002450,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117002965,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117003180,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117004828,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117004909,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005042,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005123,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005204,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005395,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005476,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005557,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005638,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005808,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117005980,TOCANTINS SECRETARIA DE ESTADO DE SAUDE,17,200801
25053117006014,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117006103,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117006286,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25053117006367,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,17,201505
25104902000107,ASSOCIACAO HOSPITALAR SANTA ROSALIA,31,201505
25112574000182,ASSOCIACAO BENEFICENTE BOM SAMARITANO,31,201505
25134453000131,HOSPITAL DA CRIANCA DE ANAPOLIS LTDA,52,200801
25213869000145,FUND MUNICIPAL DE SAUDE DE BURITIZEIRO,31,200801
25222761000119,HOSPITAL SAO SEBASTIAO,31,201502
25268012000122,SANTA CASA DE MISERICORDIA DO HOSP SAO FRANCISCO DE ASSIS,31,201505
25297912000106,CASA DE SAUDE SAO LUCAS LTDA,31,201505
25335670000190,IRMANDADE NOSSA SENHORA DA SAUDE,31,201505
25335803000128,ASSOCIACAO BENEFICIENTE CATOLICA,31,201505
25421421000117,CASA DE SAUDE SAO JOSE LTDA,31,201505
25434366000108,HOSPITAL VERA CRUZ LTDA,31,200808
25437484000242,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,31,201505
25437948000130,ASSOCIACAO PORTUGUESA DE BENEFICENCIA 1 DE DEZEMBRO,31,201505
