CID,DESCRICAO,TP_NIVEL,RESTRSEXO,DS_CATEGORIA,DS_GRUPO,DS_CAPITULO
N86,Erosao e ectropio do colo do utero,CAT,3,Erosao e ectropio do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N87,Displasia do colo do utero,CAT,3,Displasia do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N870,Displasia cervical leve,SUBCAT,3,Displasia do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N871,Displasia cervical moderada,SUBCAT,3,Displasia do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N872,Displasia cervical grave NCOP,SUBCAT,3,Displasia do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N879,Displasia do colo do utero NE,SUBCAT,3,Displasia do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N88,Outr transt nao-inflam do colo do utero,CAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N880,Leucoplasia do colo do utero,SUBCAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N881,Laceracao antiga do colo do utero,SUBCAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N882,Estreitamento e estenose do colo do utero,SUBCAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N883,Incompetencia do colo do utero,SUBCAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N884,Alongamento hipertrofico do colo do utero,SUBCAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N888,Outr transt nao-inflam espec colo do utero,SUBCAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N889,Transt nao-inflam e NE do colo do utero,SUBCAT,3,Outr transt nao-inflam do colo do utero,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N89,Outr transt nao-inflam da vagina,CAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N890,Displasia vaginal leve,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N891,Displasia vaginal moderada,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N892,Displasia vaginal grave NCOP,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N893,Displasia da vagina NE,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N894,Leucoplasia da vagina,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N895,Estreitamento e atresia da vagina,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N896,Anel himenal apertado,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N897,Hematocolpos,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N898,Outr transt nao-inflam espec da vagina,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N899,Transt nao-inflam da vagina NE,SUBCAT,3,Outr transt nao-inflam da vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N90,Outr transt nao-inflam da vulva e do perineo,CAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N900,Displasia vulvar leve,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N901,Displasia vulvar moderada,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N902,Displasia vulvar grave NCOP,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N903,Displasia de vulva NE,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N904,Leucoplasia de vulva,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N905,Atrofia da vulva,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N906,Hipertrofia da vulva,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N907,Cisto vulvar,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N908,Outr transt nao-inflam espec vulva e perineo,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N909,Transt nao-inflam e NE da vulva e do perineo,SUBCAT,3,Outr transt nao-inflam da vulva e do perineo,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N91,Menstruacao ausente escassa e pouco freq,CAT,3,Menstruacao ausente escassa e pouco freq,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N910,Amenorreia prim,SUBCAT,3,Menstruacao ausente escassa e pouco freq,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N911,Amenorreia secund,SUBCAT,3,Menstruacao ausente escassa e pouco freq,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N912,Amenorreia NE,SUBCAT,3,Menstruacao ausente escassa e pouco freq,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N913,Oligomenorreia prim,SUBCAT,3,Menstruacao ausente escassa e pouco freq,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N914,Oligomenorreia secund,SUBCAT,3,Menstruacao ausente escassa e pouco freq,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N915,Oligomenorreia NE,SUBCAT,3,Menstruacao ausente escassa e pouco freq,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N92,Menstruacao excessiva frequente e irregular,CAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N920,Menstruacao excessiva freq c/ciclo regular,SUBCAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N921,Menstruacao excessiva freq c/ciclo irregular,SUBCAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N922,Menstruacao excessiva na puberdade,SUBCAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N923,Sangramento da ovulacao,SUBCAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N924,Sangramento abundante na pre-menopausa,SUBCAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N925,Outr tipos espec irregularidade menstruacao,SUBCAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N926,Menstruacao irregular NE,SUBCAT,3,Menstruacao excessiva frequente e irregular,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N93,Outr sangramentos anormais utero e vagina,CAT,3,Outr sangramentos anormais utero e vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N930,Sangramentos pos-coito ou de contato,SUBCAT,3,Outr sangramentos anormais utero e vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N938,Outr sangramentos anorm espec utero vagina,SUBCAT,3,Outr sangramentos anormais utero e vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N939,Sangramento anormal do utero ou da vagina NE,SUBCAT,3,Outr sangramentos anormais utero e vagina,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N94,Dor outr afecc ass org genit fem cicl menstr,CAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N940,Ovulacao dolorosa,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N941,Dispareunia,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N942,Vaginismo,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N943,Sindr de tensao pre-menstrual,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N944,Dismenorreia prim,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N945,Dismenorreia secund,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N946,Dismenorreia NE,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N948,Outr afec esp ass org genit fem ciclo menstr,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N949,Afecc NE assoc org genit femin ciclo menstr,SUBCAT,3,Dor outr afecc ass org genit fem cicl menstr,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N95,Transt da menopausa e da perimenopausa,CAT,3,Transt da menopausa e da perimenopausa,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N950,Sangramento pos-menopausa,SUBCAT,3,Transt da menopausa e da perimenopausa,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N951,Estado da menopausa e do climaterio femin,SUBCAT,3,Transt da menopausa e da perimenopausa,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N952,Vaginite atrofica pos-menopausa,SUBCAT,3,Transt da menopausa e da perimenopausa,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N953,Condicoes assoc c/a menopausa artificial,SUBCAT,3,Transt da menopausa e da perimenopausa,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N958,Outr transt espec menopausa e perimenopausa,SUBCAT,3,Transt da menopausa e da perimenopausa,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N959,Transt NE da menopausa e da perimenopausa,SUBCAT,3,Transt da menopausa e da perimenopausa,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N96,Abortamento habitual,CAT,3,Abortamento habitual,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N97,Infertilidade femin,CAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N970,Infertilidade femin assoc a anovulacao,SUBCAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N971,Infertilidade femin orig tubaria,SUBCAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N972,Infertilidade femin orig uterina,SUBCAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N973,Infertilidade femin orig cervical,SUBCAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N974,Infertilidade femin assoc fatores parceiro,SUBCAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N975,Infertilidade femin de outr origem,SUBCAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N979,Infertilidade femin NE,SUBCAT,3,Infertilidade femin,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N98,Complic assoc a fecundacao artificial,CAT,3,Complic assoc a fecundacao artificial,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N980,Infecc assoc a inseminacao artificial,SUBCAT,3,Complic assoc a fecundacao artificial,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N981,Hiperestimulacao dos ovarios,SUBCAT,3,Complic assoc a fecundacao artificial,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N982,Complic relac tent introd ovulo fecund artif,SUBCAT,3,Complic assoc a fecundacao artificial,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N983,Complic relac tent transferencia do embriao,SUBCAT,3,Complic assoc a fecundacao artificial,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N988,Outr complic assoc a fecundacao artificial,SUBCAT,3,Complic assoc a fecundacao artificial,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N989,Complic NE assoc a fecundacao artificial,SUBCAT,3,Complic assoc a fecundacao artificial,N80-N98 Transtornos não-inflamatórios do trato genital feminino,XIV. Doenças do aparelho geniturinário
N99,Transt trato geniturinario pos-proced NCOP,CAT,5,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N990,Insuf renal pos-proced,SUBCAT,5,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N991,Estreitamento de uretra pos-proced,SUBCAT,5,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N992,Aderencias pos-operatorias da vagina,SUBCAT,3,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N993,Prolapso cupula de vagina pos-histerectomia,SUBCAT,3,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N994,Aderencias do peritonio pelvico pos-proced,SUBCAT,5,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N995,Mau funcionamento abertura ext trato urin,SUBCAT,5,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N998,Outr transt pos-proced ap geniturinario,SUBCAT,5,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
N999,Transt pos-proced NE aparelho geniturinario,SUBCAT,5,Transt trato geniturinario pos-proced NCOP,N99-N99 Outros transtornos do aparelho geniturinário,XIV. Doenças do aparelho geniturinário
O00,Gravidez ectopica,CAT,3,Gravidez ectopica,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O000,Gravidez abdominal,SUBCAT,3,Gravidez ectopica,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O001,Gravidez tubaria,SUBCAT,3,Gravidez ectopica,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O002,Gravidez ovariana,SUBCAT,3,Gravidez ectopica,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O008,Outr form de gravidez ectopica,SUBCAT,3,Gravidez ectopica,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O009,Gravidez ectopica NE,SUBCAT,3,Gravidez ectopica,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O01,Mola hidatiforme,CAT,3,Mola hidatiforme,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O010,Mola hidatiforme classica,SUBCAT,3,Mola hidatiforme,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O011,Mola hidatiforme incompleta ou parcial,SUBCAT,3,Mola hidatiforme,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O019,Mola hidatiforme NE,SUBCAT,3,Mola hidatiforme,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O02,Outr produtos anormais da concepcao,CAT,3,Outr produtos anormais da concepcao,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O020,Ovo claro e mola nao-hidatiforme,SUBCAT,3,Outr produtos anormais da concepcao,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O021,Aborto retido,SUBCAT,3,Outr produtos anormais da concepcao,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O028,Outr produtos anormais da concepcao espec,SUBCAT,3,Outr produtos anormais da concepcao,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O029,Produto anormal da concepcao NE,SUBCAT,3,Outr produtos anormais da concepcao,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O03,Aborto espontaneo,CAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O030,Incompl complic inf trato genit org pelvicos,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O031,Incompl complic hemorragia excessiva ou tard,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O032,Incompleto complicado p/embolia,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O033,Incompleto c/outr complic ou c/complic NE,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O034,Incompleto s/complic,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O035,Compl ou NE complic inf trato gen org pelvic,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O036,Compl ou NE complic hemorrag excess ou tard,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O037,Completo ou NE complicado p/embolia,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O038,Compl ou NE c/outr complic ou c/complic NE,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O039,Completo ou NE s/complic,SUBCAT,3,Aborto espontaneo,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O04,Aborto p/razoes medicas e legais,CAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O040,Incompl complic inf trato genit org pelvicos,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O041,Incompl complic hemorragia excessiva ou tard,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O042,Incompleto complicado p/embolia,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O043,Incompleto c/outr complic ou c/complic NE,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O044,Incompleto s/complic,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O045,Compl ou NE complic inf trato gen org pelvic,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O046,Compl ou NE complic hemorrag excess ou tard,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O047,Completo ou NE complicado p/embolia,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O048,Compl ou NE c/outr complic ou c/complic NE,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O049,Completo ou NE s/complic,SUBCAT,3,Aborto p/razoes medicas e legais,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O05,Outr tipos de aborto,CAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O050,Incompl complic inf trato genit org pelvicos,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O051,Incompl complic hemorragia excessiva ou tard,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O052,Incompleto complicado p/embolia,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O053,Incompleto c/outr complic ou c/complic NE,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O054,Incompleto s/complic,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O055,Compl ou NE complic inf trato gen org pelvic,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O056,Compl ou NE complic hemorrag excess ou tard,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O057,Completo ou NE complicado p/embolia,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O058,Compl ou NE c/outr complic ou c/complic NE,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O059,Completo ou NE s/complic,SUBCAT,3,Outr tipos de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O06,Aborto NE,CAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O060,Incompl complic inf trato genit org pelvicos,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O061,Incompl complic hemorragia excessiva ou tard,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O062,Incompleto complicado p/embolia,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O063,Incompleto c/outr complic ou c/complic NE,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O064,Incompleto s/complic,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O065,Compl ou NE complic inf trato gen org pelvic,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O066,Compl ou NE complic hemorrag excess ou tard,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O067,Completo ou NE complicado p/embolia,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O068,Compl ou NE c/outr complic ou c/complic NE,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O069,Completo ou NE s/complic,SUBCAT,3,Aborto NE,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O07,Falha de tentativa de aborto,CAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O070,Falh abort raz med compl inf tr gen org pelv,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O071,Falh abort prov raz med compl hemor tard exc,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O072,Falh abort prov raz med complicado p/embolia,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O073,Falha aborto prov raz medic outr complic NE,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O074,Falha aborto prov raz medic s/complic,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O075,Out for NE fal abor comp inf tr gen org pelv,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
